Tweet,id,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements,ConvertedDateTime,Year,Quarter,Day,Month,Date,Week
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed #congue,4.39048E+15,2020-06-19 19:30 +0000,109,3,0.027522936,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,20-06-2020 01:00:00,2020,Q2,20,June,20-Jun-20,Saturday
at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu #lacus,5.44748E+14,2020-06-19 15:59 +0000,46,2,0.043478261,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19-06-2020 21:29:00,2020,Q2,19,June,19-Jun-20,Friday
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem #sed,7.59122E+15,2020-06-19 14:59 +0000,52,4,0.076923077,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,19-06-2020 20:29:00,2020,Q2,19,June,19-Jun-20,Friday
in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non #pellentesque,5.92208E+15,2020-06-16 17:52 +0000,327,5,0.01529052,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,16-06-2020 23:22:00,2020,Q2,16,June,16-Jun-20,Tuesday
vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at #mattis,2.09908E+15,2020-06-16 17:29 +0000,366,2,0.005464481,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16-06-2020 22:59:00,2020,Q2,16,June,16-Jun-20,Tuesday
rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo #volutpat,3.18608E+15,2020-06-06 20:39 +0000,72,2,0.027777778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,07-06-2020 02:09:00,2020,Q2,7,June,07-Jun-20,Sunday
eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl #ut,7.56358E+15,2020-06-04 17:24 +0000,288,3,0.010416667,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,04-06-2020 22:54:00,2020,Q2,4,June,04-Jun-20,Thursday
integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices #justo,6.78656E+15,2020-06-04 16:50 +0000,155,2,0.012903226,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,04-06-2020 22:20:00,2020,Q2,4,June,04-Jun-20,Thursday
at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus #eu,2.27616E+15,2020-06-04 00:13 +0000,107,8,0.074766355,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,04-06-2020 05:43:00,2020,Q2,4,June,04-Jun-20,Thursday
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend #sapien,4.38332E+15,2020-06-03 18:15 +0000,304,2,0.006578947,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,03-06-2020 23:45:00,2020,Q2,3,June,03-Jun-20,Wednesday
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi #maecenas,8.30776E+15,2020-07-31 11:51 +0000,195,3,0.015384615,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,31-07-2020 17:21:00,2020,Q3,31,July,31-Jul-20,Friday
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo #pellentesque,3.21729E+15,2020-07-31 04:03 +0000,56,5,0.089285714,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,31-07-2020 09:33:00,2020,Q3,31,July,31-Jul-20,Friday
pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse #porta,6.01143E+15,2020-07-29 12:01 +0000,127,6,0.047244094,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,29-07-2020 17:31:00,2020,Q3,29,July,29-Jul-20,Wednesday
volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu #gravida,6.71955E+15,2020-07-27 15:25 +0000,721,2,0.002773925,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27-07-2020 20:55:00,2020,Q3,27,July,27-Jul-20,Monday
viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum #eros,1.78385E+15,2020-07-27 15:02 +0000,385,2,0.005194805,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27-07-2020 20:32:00,2020,Q3,27,July,27-Jul-20,Monday
elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet #vulputate,5.1536E+15,2020-07-27 14:27 +0000,356,3,0.008426966,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,27-07-2020 19:57:00,2020,Q3,27,July,27-Jul-20,Monday
vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec #sodales,5.13085E+15,2020-07-23 17:43 +0000,133,5,0.037593985,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,23-07-2020 23:13:00,2020,Q3,23,July,23-Jul-20,Thursday
et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa #lacus,2.79282E+15,2020-07-23 17:43 +0000,982,8,0.00814664,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,23-07-2020 23:13:00,2020,Q3,23,July,23-Jul-20,Thursday
lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum #duis,9.12283E+15,2020-07-23 17:10 +0000,595,2,0.003361345,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,23-07-2020 22:40:00,2020,Q3,23,July,23-Jul-20,Thursday
pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis #ipsum,9.98469E+15,2020-07-21 17:50 +0000,519,1,0.001926782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21-07-2020 23:20:00,2020,Q3,21,July,21-Jul-20,Tuesday
at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla #eget,8.99777E+15,2020-07-21 16:10 +0000,338,6,0.017751479,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,21-07-2020 21:40:00,2020,Q3,21,July,21-Jul-20,Tuesday
eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio #dictumst,2.97502E+15,2020-07-14 21:14 +0000,223,5,0.022421525,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,15-07-2020 02:44:00,2020,Q3,15,July,15-Jul-20,Wednesday
integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est #accumsan,9.96655E+14,2020-07-14 12:25 +0000,131,2,0.015267176,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,14-07-2020 17:55:00,2020,Q3,14,July,14-Jul-20,Tuesday
posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet #non,9.72949E+15,2020-07-13 21:42 +0000,52,3,0.057692308,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,14-07-2020 03:12:00,2020,Q3,14,July,14-Jul-20,Tuesday
suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus #vulputate,3.74391E+15,2020-07-13 16:44 +0000,144,3,0.020833333,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,13-07-2020 22:14:00,2020,Q3,13,July,13-Jul-20,Monday
habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus #massa,1.21404E+15,2020-07-13 13:40 +0000,602,11,0.018272425,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,13-07-2020 19:10:00,2020,Q3,13,July,13-Jul-20,Monday
duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst #mollis,9.30628E+15,2020-07-08 14:59 +0000,227,4,0.017621145,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,08-07-2020 20:29:00,2020,Q3,8,July,08-Jul-20,Wednesday
tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis #imperdiet,4.41117E+15,2020-07-06 02:41 +0000,247,2,0.008097166,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,06-07-2020 08:11:00,2020,Q3,6,July,06-Jul-20,Monday
quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in #non,2.64462E+15,2020-07-06 02:31 +0000,576,3,0.005208333,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,06-07-2020 08:01:00,2020,Q3,6,July,06-Jul-20,Monday
est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices #sollicitudin,9.02905E+15,2020-07-01 00:30 +0000,341,2,0.005865103,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,01-07-2020 06:00:00,2020,Q3,1,July,01-Jul-20,Wednesday
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat #dolor,7.62694E+15,2020-08-28 16:41 +0000,179,3,0.016759777,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,28-08-2020 22:11:00,2020,Q3,28,August,28-Aug-20,Friday
eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec #luctus,4.31533E+15,2020-08-27 15:59 +0000,92,2,0.02173913,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,27-08-2020 21:29:00,2020,Q3,27,August,27-Aug-20,Thursday
amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel #aliquam,8.53164E+15,2020-08-25 13:31 +0000,269,1,0.003717472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25-08-2020 19:01:00,2020,Q3,25,August,25-Aug-20,Tuesday
sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut #at,7.09995E+15,2020-08-11 00:28 +0000,74,3,0.040540541,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11-08-2020 05:58:00,2020,Q3,11,August,11-Aug-20,Tuesday
dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis #porta,8.20202E+15,2020-08-07 17:34 +0000,36,3,0.083333333,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,07-08-2020 23:04:00,2020,Q3,7,August,07-Aug-20,Friday
integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer #eget,9.44149E+15,2020-08-06 15:47 +0000,406,5,0.012315271,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,06-08-2020 21:17:00,2020,Q3,6,August,06-Aug-20,Thursday
pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices #ultrices,6.85008E+15,2020-08-06 15:35 +0000,67,2,0.029850746,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,06-08-2020 21:05:00,2020,Q3,6,August,06-Aug-20,Thursday
in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in #cursus,9.67261E+15,2020-08-06 15:33 +0000,101,5,0.04950495,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,06-08-2020 21:03:00,2020,Q3,6,August,06-Aug-20,Thursday
condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna #neque,4.82969E+15,2020-08-05 03:11 +0000,277,3,0.010830325,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,05-08-2020 08:41:00,2020,Q3,5,August,05-Aug-20,Wednesday
erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut #libero,6.66833E+15,2020-08-04 13:07 +0000,347,8,0.023054755,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,04-08-2020 18:37:00,2020,Q3,4,August,04-Aug-20,Tuesday
quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla #ut,5.37758E+15,2020-08-04 00:57 +0000,82,1,0.012195122,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,04-08-2020 06:27:00,2020,Q3,4,August,04-Aug-20,Tuesday
posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam #quam,4.3757E+15,2020-08-04 00:47 +0000,54,2,0.037037037,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,04-08-2020 06:17:00,2020,Q3,4,August,04-Aug-20,Tuesday
massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum #cubilia,3.00497E+15,2020-08-03 16:33 +0000,212,2,0.009433962,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,03-08-2020 22:03:00,2020,Q3,3,August,03-Aug-20,Monday
eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at #elementum,3.36024E+15,2020-08-01 18:44 +0000,552,3,0.005434783,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,02-08-2020 00:14:00,2020,Q3,2,August,02-Aug-20,Sunday
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat #nam,2.98788E+13,2020-09-30 16:21 +0000,131,2,0.015267176,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30-09-2020 21:51:00,2020,Q3,30,September,30-Sep-20,Wednesday
varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis #velit,4.00635E+15,2020-09-30 13:19 +0000,248,5,0.02016129,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,30-09-2020 18:49:00,2020,Q3,30,September,30-Sep-20,Wednesday
elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis #tincidunt,2.71856E+15,2020-09-29 01:06 +0000,219,8,0.03652968,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,29-09-2020 06:36:00,2020,Q3,29,September,29-Sep-20,Tuesday
lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod #amet,2.56724E+15,2020-09-28 17:40 +0000,87,3,0.034482759,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,28-09-2020 23:10:00,2020,Q3,28,September,28-Sep-20,Monday
suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus #turpis,7.96224E+15,2020-09-21 20:32 +0000,218,3,0.013761468,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,22-09-2020 02:02:00,2020,Q3,22,September,22-Sep-20,Tuesday
vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet #nulla,5.05431E+14,2020-09-21 17:00 +0000,616,3,0.00487013,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,21-09-2020 22:30:00,2020,Q3,21,September,21-Sep-20,Monday
hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida #in,9.45901E+15,2020-09-17 10:48 +0000,299,6,0.02006689,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,17-09-2020 16:18:00,2020,Q3,17,September,17-Sep-20,Thursday
purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat #pede,8.31338E+15,2020-09-16 22:31 +0000,217,8,0.036866359,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,17-09-2020 04:01:00,2020,Q3,17,September,17-Sep-20,Thursday
eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui #sed,1.18364E+14,2020-09-14 19:10 +0000,36,2,0.055555556,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15-09-2020 00:40:00,2020,Q3,15,September,15-Sep-20,Tuesday
gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem #consectetuer,5.76378E+15,2020-09-13 13:14 +0000,203,5,0.024630542,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,13-09-2020 18:44:00,2020,Q3,13,September,13-Sep-20,Sunday
vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet #lobortis,9.08083E+13,2020-09-10 14:25 +0000,61,3,0.049180328,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,10-09-2020 19:55:00,2020,Q3,10,September,10-Sep-20,Thursday
porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum #vel,9.90128E+15,2020-09-09 18:01 +0000,104,4,0.038461538,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,09-09-2020 23:31:00,2020,Q3,9,September,09-Sep-20,Wednesday
sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper #massa,3.30575E+15,2020-09-08 13:15 +0000,40,2,0.05,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,08-09-2020 18:45:00,2020,Q3,8,September,08-Sep-20,Tuesday
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam #imperdiet,7.34251E+15,2020-09-08 12:31 +0000,64,3,0.046875,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,08-09-2020 18:01:00,2020,Q3,8,September,08-Sep-20,Tuesday
porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis #auctor,7.30697E+15,2020-09-04 22:11 +0000,300,11,0.036666667,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,05-09-2020 03:41:00,2020,Q3,5,September,05-Sep-20,Saturday
platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer #duis,5.44994E+15,2020-09-03 18:13 +0000,122,4,0.032786885,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,03-09-2020 23:43:00,2020,Q3,3,September,03-Sep-20,Thursday
hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas #integer,8.82136E+13,2020-09-01 15:01 +0000,210,4,0.019047619,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,01-09-2020 20:31:00,2020,Q3,1,September,01-Sep-20,Tuesday
dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis #odio,4.66677E+14,2020-10-16 19:06 +0000,346,4,0.011560694,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,17-10-2020 00:36:00,2020,Q4,17,October,17-Oct-20,Saturday
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque #sit,7.65866E+15,2020-10-15 15:04 +0000,177,2,0.011299435,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15-10-2020 20:34:00,2020,Q4,15,October,15-Oct-20,Thursday
vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in #morbi,9.44488E+15,2020-10-15 14:00 +0000,600,1,0.001666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15-10-2020 19:30:00,2020,Q4,15,October,15-Oct-20,Thursday
et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui #pharetra,6.42974E+15,2020-10-09 03:05 +0000,82,4,0.048780488,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,09-10-2020 08:35:00,2020,Q4,9,October,09-Oct-20,Friday
ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin #nascetur,3.82759E+15,2020-10-09 00:47 +0000,30,5,0.166666667,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,09-10-2020 06:17:00,2020,Q4,9,October,09-Oct-20,Friday
augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis #erat,8.54016E+15,2020-10-08 02:06 +0000,161,3,0.01863354,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,08-10-2020 07:36:00,2020,Q4,8,October,08-Oct-20,Thursday
ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed #ante,1.81744E+15,2020-10-08 01:03 +0000,24,1,0.041666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,08-10-2020 06:33:00,2020,Q4,8,October,08-Oct-20,Thursday
dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis #metus,1.92419E+15,2020-10-07 21:50 +0000,41,1,0.024390244,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,08-10-2020 03:20:00,2020,Q4,8,October,08-Oct-20,Thursday
consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede #lectus,1.26678E+15,2020-10-07 18:41 +0000,223,2,0.00896861,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,08-10-2020 00:11:00,2020,Q4,8,October,08-Oct-20,Thursday
rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit #volutpat,9.94433E+15,2020-10-06 22:46 +0000,199,2,0.010050251,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,07-10-2020 04:16:00,2020,Q4,7,October,07-Oct-20,Wednesday
odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id #libero,4.64118E+15,2020-10-06 18:51 +0000,269,5,0.018587361,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,07-10-2020 00:21:00,2020,Q4,7,October,07-Oct-20,Wednesday
eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci #suscipit,1.88464E+15,2020-10-05 22:05 +0000,154,5,0.032467532,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,06-10-2020 03:35:00,2020,Q4,6,October,06-Oct-20,Tuesday
neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus #justo,5.25057E+15,2020-10-05 16:52 +0000,148,4,0.027027027,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,05-10-2020 22:22:00,2020,Q4,5,October,05-Oct-20,Monday
justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum #sit,3.65621E+15,2020-10-01 14:18 +0000,630,3,0.004761905,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,01-10-2020 19:48:00,2020,Q4,1,October,01-Oct-20,Thursday
porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum #blandit,4.89249E+15,2020-10-01 12:24 +0000,248,5,0.02016129,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,01-10-2020 17:54:00,2020,Q4,1,October,01-Oct-20,Thursday
vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue #id,5.0024E+15,2020-06-30 10:53 +0000,295,5,0.016949153,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,30-06-2020 16:23:00,2020,Q2,30,June,30-Jun-20,Tuesday
augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis #erat,2.76693E+15,2020-06-30 01:36 +0000,657,3,0.00456621,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,30-06-2020 07:06:00,2020,Q2,30,June,30-Jun-20,Tuesday
lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in #aenean,8.53857E+15,2020-06-28 22:42 +0000,134,8,0.059701493,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,29-06-2020 04:12:00,2020,Q2,29,June,29-Jun-20,Monday
